00006	g
00036	(3R)3Hy
00041	4Cbx
00042	p
00045	p
00046	p
00047	p
00048	p
00050	ac
00053	ac
00058	ac
00064	ac
00068	my
00078	m
00083	m
00084	m
00085	m
00087	my
00113	ger
00114	m
00115	pam
00127	l
00128	pyp
00159	p
00160	g
00167	g
00213	g
00215	g
00222	g
00237	meSAsp
00295	octanoyl
00394	ac
00396	g
00437	farnesyl
00438	my
00663	m
00693	g
00696	p
00723	ac
00783	m
00805	g
00806	g
00812	g
00813	g
00814	g
00818	g
00822	lsc
01148	ub
01149	su
01150	ned
01240	ub
01683	m
01786	n
000026291	un
